"","R².Trein","R².Val","REQM.Trein","REQM.Val","n.Fold","method","variable"
"1",0.206042955418896,0.220277364723523,3.05336030728229,3.02314948698591,"K-Fold 1","MARS L","1"
"2",0.166514350185658,0.232967003488194,3.12205734238773,3.01432521542049,"K-Fold 2","MARS L","1"
"3",0.144229046098574,0.115795994578901,3.15247669094938,3.09674908286204,"K-Fold 3","MARS L","1"
"4",0.205250570510898,0.158058601773396,2.92537557848849,3.60967205249034,"K-Fold 4","MARS L","1"
"5",0.283143701747747,0.0401855448292506,2.65791363052161,4.1502716444122,"K-Fold 5","MARS L","1"
"6",0.201036124792355,0.153456901878653,2.9822367099259,3.3788334964342,"Mean","MARS L","1"
"7",0.0529227767857094,0.0791466209340886,0.201251505959855,0.496828006709299,"SD","MARS L","1"
"8",0.232006517897985,0.0595037611545968,1.48403559174445,1.74019202796093,"K-Fold 1","MARS L","2"
"9",0.227822715655631,0.0675099863628465,1.49313674367079,1.71612990891861,"K-Fold 2","MARS L","2"
"10",0.194350514445695,0.0730122512203658,1.52531162224263,1.71580987858716,"K-Fold 3","MARS L","2"
"11",0.185946068147574,0.0617857737581571,1.55049376057284,1.64449221869368,"K-Fold 4","MARS L","2"
"12",0.228925051354076,0.0537591903534076,1.48965950446267,1.744429477632,"K-Fold 5","MARS L","2"
"13",0.213810173500192,0.0631141925698747,1.50852744453868,1.71221070235848,"Mean","MARS L","2"
"14",0.0218575188279569,0.00740963133584839,0.0284411848904377,0.0401095728662174,"SD","MARS L","2"
"15",0.375970384878121,0.167364391220637,0.779076191741546,1.04939382853343,"K-Fold 1","MARS L","3"
"16",0.33272351330629,0.212195881669387,0.778318184834782,1.11138921919675,"K-Fold 2","MARS L","3"
"17",0.342113595062782,0.16046890411205,0.812171473006742,0.928880604333708,"K-Fold 3","MARS L","3"
"18",0.340932558345408,0.242896215629131,0.821785918920772,0.8675269305129,"K-Fold 4","MARS L","3"
"19",0.298821397811258,0.29642199073373,0.827433926099066,0.970042307338414,"K-Fold 5","MARS L","3"
"20",0.338112289880772,0.215869476672987,0.803757138920581,0.985446577983041,"Mean","MARS L","3"
"21",0.0275227761444426,0.0562463647607105,0.0235197667725352,0.0965567759368962,"SD","MARS L","3"
"22",0.258937717946801,0.0762022540178645,0.947493617516475,0.838355889543318,"K-Fold 1","MARS L","4"
"23",0.245815576505643,0.0694375428290032,0.893331441302898,1.15776546573788,"K-Fold 2","MARS L","4"
"24",0.273265402149864,0.0610337565034066,0.876240969272634,1.15258900577576,"K-Fold 3","MARS L","4"
"25",0.226603224943751,0.0921487599351518,0.936745518903238,1.00305713180345,"K-Fold 4","MARS L","4"
"26",0.243525130084146,0.115790156893895,0.899270514544242,1.12918123064293,"K-Fold 5","MARS L","4"
"27",0.249629410326041,0.0829224940358642,0.910616412307897,1.05618974470067,"Mean","MARS L","4"
"28",0.017516545601226,0.0216305895083173,0.0302151831785106,0.137124819659053,"SD","MARS L","4"
"29",0.274234760111655,0.128720208694625,0.754726812839534,0.834676991122661,"K-Fold 1","MARS L","5"
"30",0.310620233953014,0.16930357660982,0.705796733916865,0.987488049179099,"K-Fold 2","MARS L","5"
"31",0.317053995354505,0.118732854523581,0.682987485438259,1.05378538570288,"K-Fold 3","MARS L","5"
"32",0.305264686430616,0.129051081597069,0.742318126286173,0.800610176322327,"K-Fold 4","MARS L","5"
"33",0.295438048010992,0.144037593718352,0.760067305825118,0.727432183573358,"K-Fold 5","MARS L","5"
"34",0.300522344772156,0.137969063028689,0.72917929286119,0.880798557180066,"Mean","MARS L","5"
"35",0.0166931110201928,0.0197090221919865,0.0333908715124924,0.135448985211075,"SD","MARS L","5"
"36",0.338116727579505,0.116325937657428,0.606745749464152,0.747410822699694,"K-Fold 1","MARS L","6"
"37",0.341045841755032,0.180900890779142,0.615364699080965,0.73812415360207,"K-Fold 2","MARS L","6"
"38",0.310016053696273,0.115967223262699,0.633207391783532,0.723910486709571,"K-Fold 3","MARS L","6"
"39",0.316173847641946,0.259138471703794,0.61635270334488,0.7960111375684,"K-Fold 4","MARS L","6"
"40",0.344615325403635,0.148321307896219,0.610275145682434,0.745264880905494,"K-Fold 5","MARS L","6"
"41",0.329993559215278,0.164130766259856,0.616389137871193,0.750144296297046,"Mean","MARS L","6"
"42",0.0157481746149439,0.0595035054757542,0.0101769384814736,0.027238503522412,"SD","MARS L","6"
"43",0.372099202837703,0.432503305586611,2.1916006478381,2.42805413027331,"K-Fold 1","MARS L","7"
"44",0.425893515929307,0.2925461092841,2.00825733991403,2.84646575468358,"K-Fold 2","MARS L","7"
"45",0.405868950567649,0.342758712596466,2.14782054495361,2.28627692527289,"K-Fold 3","MARS L","7"
"46",0.37209543714142,0.451806604650651,2.23297221206446,2.14927932162458,"K-Fold 4","MARS L","7"
"47",0.38908379138907,0.436596870676103,2.15097902945742,2.55932432609268,"K-Fold 5","MARS L","7"
"48",0.39300817957303,0.391242320558786,2.14632595484552,2.45388009158941,"Mean","MARS L","7"
"49",0.0231126248216704,0.0698554560689287,0.0846229860139377,0.267759883177756,"SD","MARS L","7"
"50",0.309506918551572,0.140277271672287,1.01098994620742,1.32224824762652,"K-Fold 1","MARS L","8"
"51",0.284428065510101,0.171240651543126,1.06984415880022,1.13226990102308,"K-Fold 2","MARS L","8"
"52",0.343852752048562,0.103229966176189,1.00438818015918,1.23591133747607,"K-Fold 3","MARS L","8"
"53",0.32763672477462,0.159283474788353,1.01055626768785,1.28083531126427,"K-Fold 4","MARS L","8"
"54",0.303618231951416,0.227766416754748,1.02533724313386,1.29263897228696,"K-Fold 5","MARS L","8"
"55",0.313808538567254,0.160359556186941,1.02422315919771,1.25278075393538,"Mean","MARS L","8"
"56",0.0228003946141411,0.0456353186826243,0.0266357139513673,0.0741770033739219,"SD","MARS L","8"
"57",0.345083642869139,0.16112038252834,0.823160207542577,1.01253726998946,"K-Fold 1","MARS L","9"
"58",0.351180653088745,0.222522725370003,0.806601056201381,1.08339046327351,"K-Fold 2","MARS L","9"
"59",0.338027255207261,0.149209838073183,0.824015266833479,1.03498573041373,"K-Fold 3","MARS L","9"
"60",0.365313725585099,0.112663642657281,0.795664927644684,1.11554833296568,"K-Fold 4","MARS L","9"
"61",0.320363120257351,0.244439499367816,0.864066018157868,0.896948703593203,"K-Fold 5","MARS L","9"
"62",0.343993679401519,0.177991217599325,0.822701495275998,1.02868210004711,"Mean","MARS L","9"
"63",0.0165935719748904,0.0542658139751521,0.025995962636396,0.0839535979917555,"SD","MARS L","9"
"64",0.378828771120405,0.226926766438111,0.586523203605595,0.779395503735084,"K-Fold 1","MARS L","10"
"65",0.389105609302785,0.256883509028776,0.591504421853343,0.730537996833266,"K-Fold 2","MARS L","10"
"66",0.388178775040438,0.269091029371361,0.590492937049194,0.749620144235115,"K-Fold 3","MARS L","10"
"67",0.420140766508439,0.133512001216558,0.571679366423305,0.782598008469014,"K-Fold 4","MARS L","10"
"68",0.390992878863642,0.234536678954644,0.592489826984045,0.734345594553467,"K-Fold 5","MARS L","10"
"69",0.393449360167142,0.22418999700189,0.586537951183096,0.755299449565189,"Mean","MARS L","10"
