"","R².Trein","R².Val","REQM.Trein","REQM.Val","n.Fold","method","variable"
"K-Fold 415",0.583267376818593,0.585249019562633,0.482174264731702,0.453987523022342,"K-Fold 4","RF","16"
"K-Fold 515",0.588233935791003,0.62663400800824,0.477557019811043,0.487793255047518,"K-Fold 5","RF","16"
"Mean15",0.583624498848287,0.592934646494568,0.477811086361969,0.478365388529802,"Mean","RF","16"
" SD15",0.0172298586730889,0.0384849977169986,0.00747379743912437,0.0223568472407408," SD","RF","16"
"K-Fold 116",0.642171148641882,0.586128458637597,0.371566118668306,0.394697299107139,"K-Fold 1","RF","17"
"K-Fold 216",0.587421188508312,0.639095391174344,0.376335159900598,0.423660578982616,"K-Fold 2","RF","17"
"K-Fold 316",0.594432175485173,0.683066788502913,0.386016587364793,0.351477025935643,"K-Fold 3","RF","17"
"K-Fold 416",0.635760373233995,0.616679574102944,0.382449044635327,0.348290523998573,"K-Fold 4","RF","17"
"K-Fold 516",0.603195509617176,0.685736290942597,0.380989870273773,0.387982253393007,"K-Fold 5","RF","17"
"Mean16",0.612596079097308,0.642141300672079,0.379471356168559,0.381221536283396,"Mean","RF","17"
" SD16",0.0248160355343425,0.0429256167346723,0.00562007722526093,0.0316131431950183," SD","RF","17"
"K-Fold 117",0.657515550975294,0.719296828722735,0.314004672667523,0.296467100053267,"K-Fold 1","RF","18"
"K-Fold 217",0.671415064408623,0.613869505908633,0.302845269359141,0.37190210666353,"K-Fold 2","RF","18"
"K-Fold 317",0.656407932008991,0.70920925338801,0.311876420144174,0.336626359628588,"K-Fold 3","RF","18"
"K-Fold 417",0.665498226872922,0.71740958490567,0.318456248358075,0.269812209113189,"K-Fold 4","RF","18"
"K-Fold 517",0.637121935468631,0.681967435943549,0.321300855881147,0.2826581741988,"K-Fold 5","RF","18"
"Mean17",0.657591741946892,0.688350521773719,0.313696693282012,0.311493189931475,"Mean","RF","18"
" SD17",0.0129809180728598,0.0442305190379248,0.007099970072265,0.0420578741470316," SD","RF","18"
